Num,File,Subset,Fruit,Color,Count,DateTime,GPSAltitude,GPSLatitude,GPSLongitude>,GPSImgDirection,GPSDestBearing,ShutterSpeedValue,SubsecTimeDigitized,ExposureTime,BrightnessValue
1279,IMG_3451.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:21:53,334,37;53.7955N,122;15.5544W,424979/1926,424979/1926,260036/48857,145,1/40,75150/15367
1280,IMG_3595.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:49:41,336,37;53.797N,122;15.5452W,51806/1843,51806/1843,84572/17235,482,1/30,140257/29421
1281,IMG_3350.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:07:30,329,37;53.7973N,122;15.5571W,543365/3573,543365/3573,49625/8401,923,1/60,51551/9415
1282,IMG_3392.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:13:18,332,37;53.793N,122;15.5534W,526208/2049,526208/2049,213973/29170,539,1/161,114187/16816
1283,IMG_3557.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:44:03,336,37;53.7997N,122;15.547W,427285/1222,427285/1222,84572/17235,131,1/30,44610/10193
1284,IMG_3391.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:12:57,335,37;53.7933N,122;15.5571W,1371426/5389,1260979/4955,39295/3691,033,1/1603,64012/6427
1285,IMG_3592.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:49:13,339,37;53.7973N,122;15.5475W,1226179/22044,1209603/21746,84572/17235,665,1/30,23287/4898
1286,IMG_3579.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:47:38,337,37;53.8N,122;15.5466W,245815/7107,245815/7107,84572/17235,930,1/30,24707/5566
1287,IMG_3341.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:06:29,328,37;53.7968N,122;15.5617W,197857/2161,197857/2161,194444/28147,073,1/120,25451/4590
1288,IMG_3433.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:19:41,332,37;53.7932N,122;15.5516W,507696/2123,490717/2052,122812/16303,606,1/185,52724/7727
1289,IMG_3368.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:11:03,333,37;53.7975N,122;15.5544W,525788/2127,525788/2127,260036/48857,324,1/40,75619/15749
1290,IMG_3577.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:47:21,335,37;53.8N,122;15.5466W,150967/4758,150967/4758,84572/17235,282,1/30,53032/11789
1291,IMG_3563.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:45:37,337,37;53.7968N,122;15.5438W,418755/3817,418755/3817,84572/17235,231,1/30,65597/13915
1292,IMG_3601.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:50:39,339,37;53.7987N,122;15.5461W,1290751/4055,1238548/3891,84572/17235,323,1/30,43522/9619
1293,IMG_3370.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:11:13,333,37;53.7962N,122;15.5553W,176414/2461,176414/2461,49625/8401,086,1/60,75829/14855
1294,IMG_3358.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:08:58,333,37;53.797N,122;15.5553W,34292/435,34292/435,49625/8401,672,1/60,42612/8297
1295,IMG_3366.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:10:52,333,37;53.797N,122;15.5516W,168079/2048,168079/2048,100451/14177,624,1/136,154749/24547
1296,IMG_3373.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:11:35,333,37;53.7957N,122;15.5544W,439213/1407,439213/1407,17219/1708,797,1/1083,121771/12722
1297,IMG_3362.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:10:39,333,37;53.7927N,122;15.5525W,271123/2121,271123/2121,194444/28147,985,1/120,117121/20823
1298,IMG_3570.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:46:39,338,37;53.8033N,122;15.5457W,215943/5218,215943/5218,84572/17235,516,1/30,617987/131372
1299,IMG_3348.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:07:19,329,37;53.7973N,122;15.5571W,505701/4096,505701/4096,194444/28147,542,1/120,70815/12236
1300,IMG_3573.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:46:56,336,37;53.8003N,122;15.5457W,401295/1127,401295/1127,84572/17235,830,1/30,57357/12751
1301,IMG_3488.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:28:18,336,37;53.7945N,122;15.5544W,559399/3127,559399/3127,194444/28147,364,1/120,231766/42413
1302,IMG_3462.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:24:07,334,37;53.7957N,122;15.5553W,1009039/4546,904051/4073,66829/8912,391,1/181,137153/20237
1303,IMG_3472.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:24:55,332,37;53.7932N,122;15.5493W,371821/6074,298424/4875,59413/6356,239,1/651,51217/5693
1304,IMG_3499.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:29:44,333,37;53.792N,122;15.5502W,338369/1215,338369/1215,31886/3527,669,1/527,89743/10685
1305,IMG_3505.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:30:29,333,37;53.7915N,122;15.5525W,1149698/33573,1122131/32768,194621/18762,680,1/1326,71217/7270
1306,IMG_3471.png,APPLE_BANANA,APPLE_BANANA,COLOR-NA,NUM-NA,2019-07-19 17:24:49,333,37;53.7933N,122;15.5479W,452383/1294,452383/1294,60297/8203,486,1/163,204021/29224
1307,IMG_3858.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:38:59,327,37;53.7908N,122;15.5617W,257362/2185,257362/2185,260036/48857,374,1/40,57349/12227
1308,IMG_3680.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:22:37,329,37;53.7988N,122;15.5566W,79627/10498,79627/10498,194444/28147,158,1/120,85204/14387
1309,IMG_3656.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:20:49,330,37;53.7985N,122;15.5521W,790789/5506,916172/6379,49625/8401,939,1/60,137373/25580
1310,IMG_3642.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:19:40,329,37;53.8048N,122;15.5598W,632203/2224,632203/2224,49625/8401,223,1/60,62891/11264
1311,IMG_3722.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:27:04,330,37;53.7858N,122;15.5571W,586480/4443,439827/3332,49625/8401,319,1/60,101475/18142
1312,IMG_3736.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:28:20,331,37;53.792N,122;15.5571W,1165642/4805,1165642/4805,260036/48857,297,1/40,240824/48365
1313,IMG_3720.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:25:36,330,37;53.7957N,122;15.5585W,264069/3344,264069/3344,49625/8401,701,1/60,80704/14611
1314,IMG_3734.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:28:14,332,37;53.793N,122;15.5557W,442679/2094,442679/2094,260036/48857,017,1/40,222335/46138
1315,IMG_3668.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:21:43,328,37;53.793N,122;15.5585W,238671/4096,238671/4096,194444/28147,050,1/120,75161/12913
1316,IMG_3640.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:19:28,322,37;53.8128N,122;15.5759W,356826/1223,356826/1223,194444/28147,039,1/120,84317/13829
1317,IMG_3682.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:22:46,330,37;53.7985N,122;15.5553W,277909/7771,277909/7771,260036/48857,118,1/40,62499/13340
1318,IMG_3692.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:23:32,331,37;53.7955N,122;15.5571W,281090/2917,281090/2917,194444/28147,793,1/120,298527/49807
1319,IMG_3862.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:39:29,329,37;53.7942N,122;15.5511W,281500/8807,281500/8807,84572/17235,979,1/30,90341/22348
1320,IMG_3678.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:22:30,330,37;53.7987N,122;15.5553W,121516/6657,121516/6657,194444/28147,135,1/120,56801/9979
1321,IMG_3644.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:19:47,330,37;53.8025N,122;15.5544W,543569/1844,543569/1844,194444/28147,685,1/120,88960/15623
1322,IMG_3888.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:41:49,332,37;53.796N,122;15.5493W,215256/661,215256/661,84572/17235,456,1/30,40069/13445
1323,IMG_3650.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:20:17,330,37;53.7973N,122;15.558W,252935/2541,252935/2541,49625/8401,583,1/60,136441/26354
1324,IMG_3240.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-18 13:39:08,323,37;53.7987N,122;15.5548W,777907/5374,920200/6357,49625/8401,493,1/60,49027/9375
1325,IMG_3718.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:25:26,330,37;53.7963N,122;15.5571W,76362/701,76362/701,49625/8401,471,1/60,40868/8163
1326,IMG_3724.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:27:11,330,37;53.7882N,122;15.5589W,141969/1019,141969/1019,49625/8401,434,1/60,131129/23572
1327,IMG_3726.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:27:40,332,37;53.7923N,122;15.5534W,800885/2516,800885/2516,49625/8401,595,1/60,69017/13593
1328,IMG_3646.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:19:57,330,37;53.8015N,122;15.5548W,346474/973,346474/973,194444/28147,262,1/120,150505/24197
1329,IMG_3652.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:20:29,330,37;53.7987N,122;15.5525W,406393/4575,406393/4575,49625/8401,716,1/60,66014/11879
1330,IMG_3860.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:39:19,329,37;53.7943N,122;15.5571W,1145624/15949,1145624/15949,84572/17235,026,1/30,55633/12849
1331,IMG_3690.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:23:23,331,37;53.7957N,122;15.5562W,739185/8057,739185/8057,194444/28147,580,1/120,582781/97432
1332,IMG_3848.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:35:02,329,37;53.7948N,122;15.5521W,338489/1077,338489/1077,84572/17235,891,1/30,436827/99235
1333,IMG_3684.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:22:55,330,37;53.7985N,122;15.5553W,179422/3207,179422/3207,49625/8401,345,1/60,77552/14857
1334,IMG_3754.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:29:23,329,37;53.7978N,122;15.5498W,329273/1419,329273/1419,84572/17235,724,1/30,37075/9669
1335,IMG_3740.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:28:33,330,37;53.7937N,122;15.5571W,302413/1227,302413/1227,84572/17235,102,1/30,30437/6375
1336,IMG_3812.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:33:16,330,37;53.7985N,122;15.5507W,406234/1177,406234/1177,84572/17235,941,1/30,36697/10235
1337,IMG_3806.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:32:51,330,37;53.7985N,122;15.5507W,596509/1862,596509/1862,84572/17235,813,1/30,27981/8086
1338,IMG_3782.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:31:24,331,37;53.7987N,122;15.5502W,502408/2213,502408/2213,84572/17235,865,1/30,21911/5650
1339,IMG_3796.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:32:16,332,37;53.7982N,122;15.5502W,579395/1652,579395/1652,84572/17235,853,1/30,29706/9347
1340,IMG_3780.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:30:59,330,37;53.7943N,122;15.5479W,713647/2918,713647/2918,260036/48857,515,1/40,24767/5417
1341,IMG_3794.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:32:08,331,37;53.7957N,122;15.5525W,310501/984,310501/984,84572/17235,882,1/30,14091/4535
1342,IMG_3810.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:33:08,330,37;53.7985N,122;15.5507W,97533/308,97533/308,84572/17235,341,1/30,34652/9495
1343,IMG_3804.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:32:44,330,37;53.798N,122;15.5516W,981333/3038,981333/3038,84572/17235,455,1/30,86195/27127
1344,IMG_3186.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-17 09:41:07,335,37;53.7963N,122;15.5562W,260143/1868,260143/1868,14133/1832,892,1/210,87441/12250
1345,IMG_3756.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:29:29,329,37;53.7978N,122;15.5498W,67967/282,67967/282,84572/17235,362,1/30,67114/14757
1346,IMG_3742.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:28:39,332,37;53.7938N,122;15.5539W,2462330/10793,2462330/10793,84572/17235,218,1/30,25989/5941
1347,IMG_3746.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:28:54,331,37;53.7932N,122;15.5493W,8247811/32308,8365243/32768,49625/8401,406,1/60,152117/28585
1348,IMG_3752.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:29:15,329,37;53.798N,122;15.5493W,643843/2471,440867/1692,49625/8401,845,1/60,75133/14122
1349,IMG_3168.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-17 09:38:49,330,37;53.7957N,122;15.5571W,328655/1126,328655/1126,260036/48857,317,1/40,99044/20437
1350,IMG_3800.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:32:30,331,37;53.7982N,122;15.5489W,367795/1188,367795/1188,84572/17235,315,1/30,15909/4729
1351,IMG_3814.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:33:29,330,37;53.7985N,122;15.5507W,103497/334,103497/334,84572/17235,797,1/30,139879/46120
1352,IMG_3790.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:31:54,331,37;53.7963N,122;15.5498W,1180908/4649,1161857/4574,84572/17235,471,1/30,28265/9498
1353,IMG_3784.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:31:29,330,37;53.797N,122;15.5511W,157744/627,157744/627,84572/17235,197,1/30,43773/11822
1354,IMG_3194.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-18 13:35:17,64,37;53.7978N,122;15.5818W,398053/2048,398053/2048,56341/6684,845,1/345,68751/8419
1355,IMG_3802.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:32:38,331,37;53.7978N,122;15.5511W,1926421/6224,1926421/6224,84572/17235,544,1/30,24954/7937
1356,IMG_3816.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:33:36,331,37;53.7978N,122;15.553W,519445/1634,519445/1634,84572/17235,141,1/30,70944/20287
1357,IMG_3195.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-18 13:35:24,63,37;53.804N,122;15.5791W,379226/2881,379226/2881,167871/21179,460,1/243,51055/6591
1358,IMG_3744.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:28:47,332,37;53.7932N,122;15.5493W,40568/179,40568/179,260036/48857,012,1/40,50992/11121
1359,IMG_3750.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:29:09,329,37;53.797N,122;15.5498W,521573/2124,521573/2124,194444/28147,974,1/120,140245/25712
1360,IMG_3166.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-17 09:38:38,329,37;53.7955N,122;15.5562W,158407/1288,158407/1288,194444/28147,849,1/120,48393/8266
1361,IMG_3760.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:29:44,328,37;53.7967N,122;15.5544W,372933/1333,372933/1333,49625/8401,343,1/60,3959/745
1362,IMG_3774.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:30:37,331,37;53.7945N,122;15.5484W,310009/2271,310009/2271,84572/17235,861,1/30,14997/4061
1363,IMG_3748.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:29:03,330,37;53.7957N,122;15.5493W,690790/2487,784673/2825,194444/28147,343,1/120,135759/23900
1364,IMG_3170.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-17 09:39:06,330,37;53.7957N,122;15.5571W,389748/1621,389748/1621,49625/8401,503,1/60,39959/7605
1365,IMG_3818.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:33:44,331,37;53.7978N,122;15.553W,982232/3035,961843/2972,84572/17235,407,1/30,249451/75793
1366,IMG_3171.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-17 09:39:10,330,37;53.7957N,122;15.5571W,103355/512,103355/512,260036/48857,903,1/40,76301/15181
1367,IMG_3798.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:32:24,332,37;53.7982N,122;15.5484W,292273/927,292273/927,84572/17235,988,1/30,55552/16899
1368,IMG_3175.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-17 09:39:34,330,37;53.7945N,122;15.5589W,540415/1722,540415/1722,108235/13386,503,1/272,150859/19264
1369,IMG_3808.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:32:59,330,37;53.7985N,122;15.5507W,316481/1418,316481/1418,84572/17235,563,1/30,70381/23661
1370,IMG_3820.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:33:52,331,37;53.7978N,122;15.553W,593023/1974,692461/2305,84572/17235,907,1/30,71489/24576
1371,IMG_3174.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-17 09:39:29,330,37;53.7945N,122;15.5589W,380023/39766,404134/42289,171839/18110,292,1/718,7877/873
1372,IMG_3758.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:29:37,328,37;53.7973N,122;15.5525W,321409/1324,321409/1324,260036/48857,113,1/40,66507/13822
1373,IMG_3638.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:19:20,313,37;53.7993N,122;15.5727W,646971/2299,646971/2299,194444/28147,147,1/120,49424/7983
1374,IMG_3822.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:33:57,331,37;53.7978N,122;15.553W,266319/866,266319/866,84572/17235,607,1/30,116199/36370
1375,IMG_3177.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-17 09:39:47,331,37;53.7945N,122;15.5589W,948967/7829,831634/6861,194444/28147,226,1/120,462082/83055
1376,IMG_3716.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:25:17,331,37;53.7992N,122;15.5539W,61747/684,61747/684,260036/48857,355,1/40,131540/27543
1377,IMG_3886.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:41:39,331,37;53.796N,122;15.5498W,508565/1744,508565/1744,84572/17235,267,1/30,35096/13053
1378,IMG_3676.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:22:20,330,37;53.797N,122;15.5557W,303481/852,303481/852,194444/28147,077,1/120,37622/6429
1379,IMG_3688.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:23:15,331,37;53.7957N,122;15.5562W,1629434/15593,1629434/15593,49625/8401,895,1/60,57965/9991
1380,IMG_3703.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:24:16,330,37;53.7973N,122;15.5566W,215126/1493,215126/1493,194444/28147,519,1/120,76883/11906
1381,IMG_3852.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:35:13,328,37;53.7962N,122;15.5516W,124159/1133,124159/1133,84572/17235,925,1/30,44719/12366
1382,IMG_3660.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:21:06,328,37;53.7895N,122;15.5557W,417848/2171,417848/2171,49625/8401,255,1/60,408649/76551
1383,IMG_3674.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:22:11,330,37;53.797N,122;15.5557W,62796/7981,62796/7981,194444/28147,951,1/120,39007/6895
1384,IMG_3648.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:20:04,330,37;53.7978N,122;15.5566W,1138104/3221,1138104/3221,194444/28147,166,1/120,420549/69100
1385,IMG_3728.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:27:48,331,37;53.793N,122;15.553W,344477/1104,344477/1104,49625/8401,836,1/60,28340/5307
1386,IMG_3738.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:28:28,331,37;53.7912N,122;15.5562W,474345/2138,474345/2138,260036/48857,438,1/40,66268/13801
1387,IMG_3670.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:21:55,329,37;53.793N,122;15.5585W,166955/6024,166955/6024,194444/28147,149,1/120,119825/20216
1388,IMG_3658.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:20:59,329,37;53.7933N,122;15.5534W,445757/2759,661769/4096,49625/8401,940,1/60,18117/3502
1389,IMG_3856.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:35:25,329,37;53.7982N,122;15.5502W,509429/9055,509429/9055,84572/17235,566,1/30,64881/16315
1390,IMG_3705.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:24:22,330,37;53.7973N,122;15.5566W,309030/1651,309030/1651,194444/28147,435,1/120,110568/17911
1391,IMG_3713.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:24:59,329,37;53.7978N,122;15.5576W,454732/5369,587281/6934,84572/17235,949,1/30,60242/14033
1392,IMG_3707.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:24:28,330,37;53.7973N,122;15.5566W,269794/1235,269794/1235,194444/28147,727,1/120,99880/16199
1393,IMG_3698.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:24:00,331,37;53.798N,122;15.558W,720334/3131,801547/3484,194444/28147,934,1/120,66568/10683
1394,IMG_3854.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:35:17,328,37;53.7962N,122;15.5507W,474674/3835,474674/3835,84572/17235,729,1/30,23705/7624
1395,IMG_3882.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:41:17,331,37;53.796N,122;15.5498W,485358/1591,485358/1591,84572/17235,159,1/30,16299/6496
1396,IMG_3672.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:22:03,329,37;53.7938N,122;15.5571W,130189/5879,130189/5879,49625/8401,874,1/60,75801/13360
1397,IMG_3666.png,APPLE_1,APPLE,GREEN,1-ONE,2019-07-21 08:21:36,328,37;53.793N,122;15.5585W,456223/9340,456223/9340,194444/28147,087,1/120,44400/7597
1398,IMG_3696.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:23:54,331,37;53.7955N,122;15.5594W,632816/3227,583987/2978,49625/8401,366,1/60,34161/6046
1399,IMG_3709.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:24:38,329,37;53.7985N,122;15.5557W,233875/1257,233875/1257,194444/28147,797,1/120,29062/5107
1400,IMG_3730.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:27:59,332,37;53.793N,122;15.5548W,217438/1421,217438/1421,84572/17235,466,1/30,57459/12859
1401,IMG_3732.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:28:07,333,37;53.7915N,122;15.5534W,472727/1517,472727/1517,260036/48857,805,1/40,32417/6396
1402,IMG_3768.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:30:12,329,37;53.7957N,122;15.5479W,746713/2385,692862/2213,194444/28147,612,1/120,39735/6667
1403,IMG_3185.png,APPLE_1,APPLE,RED,1-ONE,2019-07-17 09:40:59,334,37;53.7963N,122;15.5566W,595235/2531,595235/2531,194444/28147,924,1/120,46951/7920
1404,IMG_3190.png,APPLE_1,APPLE,RED,1-ONE,2019-07-17 09:41:40,336,37;53.7955N,122;15.5521W,603046/1785,603046/1785,84572/17235,338,1/30,42287/12869
1405,IMG_3184.png,APPLE_1,APPLE,RED,1-ONE,2019-07-17 09:40:44,333,37;53.7963N,122;15.5585W,319889/2327,319889/2327,260036/48857,047,1/40,65994/14363
1406,IMG_3179.png,APPLE_1,APPLE,RED,1-ONE,2019-07-17 09:40:13,330,37;53.7975N,122;15.5576W,595339/2439,638055/2614,84572/17235,163,1/30,61001/13676
1407,IMG_3192.png,APPLE_1,APPLE,RED,1-ONE,2019-07-17 09:41:47,335,37;53.7933N,122;15.5553W,125671/369,125671/369,84572/17235,601,1/30,76712/24299
1408,IMG_3183.png,APPLE_1,APPLE,RED,1-ONE,2019-07-17 09:40:35,333,37;53.796N,122;15.5571W,406952/1263,406952/1263,84572/17235,835,1/30,88243/19086
1409,IMG_3786.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:31:39,330,37;53.7967N,122;15.5539W,516475/2302,516475/2302,84572/17235,746,1/30,48177/15821
1410,IMG_3181.png,APPLE_1,APPLE,RED,1-ONE,2019-07-17 09:40:19,330,37;53.7967N,122;15.558W,218238/1019,218238/1019,84572/17235,525,1/30,85244/19057
1411,IMG_3778.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:30:53,331,37;53.7945N,122;15.5475W,387778/1793,387778/1793,84572/17235,159,1/30,13591/3150
1412,IMG_3776.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:30:44,331,37;53.7945N,122;15.5475W,450082/1923,450082/1923,260036/48857,350,1/40,105407/21316
1413,IMG_3788.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:31:45,330,37;53.7963N,122;15.5553W,830856/3425,993631/4096,84572/17235,570,1/30,105603/32642
1414,IMG_3772.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:30:31,331,37;53.795N,122;15.5511W,1490273/10740,1490273/10740,84572/17235,603,1/30,55789/16274
1415,IMG_3766.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:30:04,330,37;53.7957N,122;15.5479W,413993/1434,413993/1434,49625/8401,854,1/60,97423/18160
1416,IMG_3188.png,APPLE_1,APPLE,RED,1-ONE,2019-07-17 09:41:34,336,37;53.7968N,122;15.5516W,440235/2048,440235/2048,84572/17235,730,1/30,28856/12155
1417,IMG_3662.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:21:14,328,37;53.7912N,122;15.5557W,650369/3284,650369/3284,260036/48857,352,1/40,85265/16806
1418,IMG_3701.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:24:08,330,37;53.798N,122;15.5566W,277003/1155,277003/1155,194444/28147,833,1/120,34282/5791
1419,IMG_3700.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:24:07,330,37;53.798N,122;15.5566W,1251958/5253,1251958/5253,194444/28147,707,1/120,88673/14997
1420,IMG_3711.png,APPLE_1,APPLE,RED,1-ONE,2019-07-21 08:24:47,329,37;53.7982N,122;15.5557W,522539/2844,423139/2303,194444/28147,934,1/120,48632/7997
